series,algorithm,order,nsets,f_nsets,bound_type,partitioner,mod,del_strategy,window_size,pearson,spearman,RMSE,MAPE,U,time,translation_threshold
13,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9996666666666667,0.9351017694739814,0.9797636797522786,1.7611315402325194,0.04057492299820942,1.3479826328080229,0.375,0.5
13,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9996666666666667,0.9351017694739814,0.9797636797522786,1.7611315402325194,0.04057492299820942,1.3479826328080229,0.375,0.25
13,FIFTS,1,9,9,min-max,knn,nothing,nothing,1.9996666666666667,0.9351017694739814,0.9797636797522786,1.7611315402325194,0.04057492299820942,1.3479826328080229,0.390625,0.75
13,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.921875,0.5
13,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.921875,0.25
13,FIFTS,1,9,9,min-max,uniform,translate,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.921875,0.75
13,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.890625,0.5
13,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.90625,0.25
13,FIFTS,1,9,9,min-max,uniform,translate,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.875,0.75
13,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.40625,0.5
13,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.40625,0.25
13,FIFTS,1,9,9,min-max,uniform,nothing,delelete_bad,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.421875,0.75
13,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.40625,0.5
13,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.40625,0.25
13,FIFTS,1,9,9,min-max,uniform,nothing,nothing,1.9996666666666667,0.984864065434844,0.9833900623162459,0.887463081768654,0.028460688185062342,0.7902404325197036,0.40625,0.75
14,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.9985,0.6772520108874919,0.9906066947699833,0.49292281505371893,0.003911586525845451,0.8443217063890397,0.765625,0.5
14,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.9985,0.6774927733907374,0.9913829852733319,0.4928542686838261,0.003899666306566787,0.8420328752835075,0.703125,0.25
14,FIFTS,3,3,3,mu-sigma,knn,translate,delelete_bad,3.9985,0.6772070240241582,0.9904423264218629,0.49293139213488385,0.0039190669774698,0.845931545919424,0.828125,0.75
14,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.9985,0.6772520108874919,0.9906066947699833,0.49292281505371893,0.003911586525845451,0.8443217063890397,0.75,0.5
14,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.9985,0.6774927733907374,0.9913829852733319,0.4928542686838261,0.003899666306566787,0.8420328752835075,0.734375,0.25
14,FIFTS,3,3,3,mu-sigma,knn,translate,nothing,3.9985,0.6772070240241582,0.9904423264218629,0.49293139213488385,0.0039190669774698,0.845931545919424,0.796875,0.75
14,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.296875,0.5
14,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.3125,0.25
14,FIFTS,3,3,3,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.296875,0.75
14,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.3125,0.5
14,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.296875,0.25
14,FIFTS,3,3,3,mu-sigma,knn,nothing,nothing,3.9985,0.6768381929473066,0.9897282778035912,0.49318728770201653,0.004014390660462427,0.8670958906588834,0.3125,0.75
14,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.359375,0.5
14,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.359375,0.25
14,FIFTS,3,3,3,mu-sigma,uniform,translate,delelete_bad,3.9985,0.5309703571039375,0.9318732791001654,0.5520069800768366,0.02321995950812494,5.12404875752677,1.328125,0.75
14,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.34375,0.5
14,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.3125,0.25
14,FIFTS,3,3,3,mu-sigma,uniform,translate,nothing,3.9985,0.5309703571039375,0.9318732791001654,0.5520069800768366,0.02321995950812494,5.12404875752677,1.34375,0.75
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.140625,0.5
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.125,0.25
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.125,0.75
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.125,0.5
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.125,0.25
14,FIFTS,3,3,3,mu-sigma,uniform,nothing,nothing,3.9985,0.6401271006273125,0.9907663370319819,0.5017125618346274,0.008508308742292093,1.8209881956630218,1.109375,0.75
14,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.125,0.5
14,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.078125,0.25
14,FIFTS,3,3,3,min-max,knn,translate,delelete_bad,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.078125,0.75
14,FIFTS,3,3,3,min-max,knn,translate,nothing,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.09375,0.5
14,FIFTS,3,3,3,min-max,knn,translate,nothing,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.109375,0.25
14,FIFTS,3,3,3,min-max,knn,translate,nothing,3.9985,-0.18548918494855318,-0.4900562101011842,1.020881864713823,0.06526132415193624,14.00818069779004,1.09375,0.75
14,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.796875,0.5
14,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.828125,0.25
14,FIFTS,3,3,3,min-max,knn,nothing,delelete_bad,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.796875,0.75
14,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.765625,0.5
14,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.796875,0.25
14,FIFTS,3,3,3,min-max,knn,nothing,nothing,3.9985,-0.14789503599677148,-0.38277861988276485,0.858120640948645,0.06204800467515281,13.610300822619122,0.796875,0.75
14,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.34375,0.5
14,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.390625,0.25
14,FIFTS,3,3,3,min-max,uniform,translate,delelete_bad,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.34375,0.75
14,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.40625,0.5
14,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.359375,0.25
14,FIFTS,3,3,3,min-max,uniform,translate,nothing,3.9985,0.32273186279353816,0.5664510220226394,2.974839218691543,0.25731664187211334,57.92085886790941,1.359375,0.75
14,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.109375,0.5
14,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.140625,0.25
14,FIFTS,3,3,3,min-max,uniform,nothing,delelete_bad,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.09375,0.75
14,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.140625,0.5
14,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.140625,0.25
14,FIFTS,3,3,3,min-max,uniform,nothing,nothing,3.9985,0.32126818139928076,0.5651541457150181,2.977382769868599,0.25745202886506663,57.94920146501172,1.125,0.75
14,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.9985,0.6778447760211698,0.9933532134336769,0.4923453554840312,0.0034992544554429163,0.7514106145131801,2.078125,0.5
14,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.9985,0.6778447760211698,0.9933532134336769,0.4923453554840312,0.0034992544554429163,0.7514106145131801,1.96875,0.25
14,FIFTS,3,5,5,mu-sigma,knn,translate,delelete_bad,3.9985,0.6778076038196356,0.9933514822407902,0.4923538482292305,0.0035017011064085272,0.7519065084308447,2.171875,0.75
14,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.9985,0.6778447760211698,0.9933532134336769,0.4923453554840312,0.0034992544554429163,0.7514106145131801,2.171875,0.5
14,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.9985,0.6778447760211698,0.9933532134336769,0.4923453554840312,0.0034992544554429163,0.7514106145131801,2.03125,0.25
14,FIFTS,3,5,5,mu-sigma,knn,translate,nothing,3.9985,0.6778076038196356,0.9933514822407902,0.4923538482292305,0.0035017011064085272,0.7519065084308447,2.078125,0.75
14,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.375,0.5
14,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.375,0.25
14,FIFTS,3,5,5,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.375,0.75
14,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.375,0.5
14,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.375,0.25
14,FIFTS,3,5,5,mu-sigma,knn,nothing,nothing,3.9985,0.6777982240710411,0.993297175685225,0.49236927960084614,0.003503619230324457,0.7523510876285441,0.359375,0.75
14,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6197034940331846,0.9027780362424275,0.5443839805551078,0.014256655701877275,3.2030858395059836,1.5,0.5
14,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6197034940331846,0.9027780362424275,0.5443839805551078,0.014256655701877275,3.2030858395059836,1.5,0.25
14,FIFTS,3,5,5,mu-sigma,uniform,translate,delelete_bad,3.9985,0.607274958806996,0.8904505985175635,0.5630559233283506,0.020304438770324715,4.523760946875083,1.546875,0.75
14,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.9985,0.6197034940331846,0.9027780362424275,0.5443839805551078,0.014256655701877275,3.2030858395059836,1.53125,0.5
14,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.9985,0.6197034940331846,0.9027780362424275,0.5443839805551078,0.014256655701877275,3.2030858395059836,1.53125,0.25
14,FIFTS,3,5,5,mu-sigma,uniform,translate,nothing,3.9985,0.607274958806996,0.8904505985175635,0.5630559233283506,0.020304438770324715,4.523760946875083,1.5625,0.75
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.140625,0.5
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.15625,0.25
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.203125,0.75
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.15625,0.5
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.171875,0.25
14,FIFTS,3,5,5,mu-sigma,uniform,nothing,nothing,3.9985,0.636196117946991,0.9044255327213495,0.5399217437125761,0.012894935260598712,2.8665853374645187,1.203125,0.75
14,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,2.03125,0.5
14,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,1.9375,0.25
14,FIFTS,3,5,5,min-max,knn,translate,delelete_bad,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,1.90625,0.75
14,FIFTS,3,5,5,min-max,knn,translate,nothing,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,1.953125,0.5
14,FIFTS,3,5,5,min-max,knn,translate,nothing,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,1.96875,0.25
14,FIFTS,3,5,5,min-max,knn,translate,nothing,3.9985,-0.14185227801753403,0.08584141606935573,1.1465589282445903,0.06961549836082212,16.25232102760949,1.90625,0.75
14,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.125,0.5
14,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.125,0.25
14,FIFTS,3,5,5,min-max,knn,nothing,delelete_bad,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.140625,0.75
14,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.171875,0.5
14,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.140625,0.25
14,FIFTS,3,5,5,min-max,knn,nothing,nothing,3.9985,-0.15442352704148798,0.0636152115915899,1.14577913829189,0.06941573479217907,16.205002605795407,1.109375,0.75
14,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.9985,-0.1813519895054653,-0.344563698953753,1.669585289709636,0.14048224345640936,30.851084460861713,1.546875,0.5
14,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.9985,-0.1813519895054653,-0.344563698953753,1.669585289709636,0.14048224345640936,30.851084460861713,1.515625,0.25
14,FIFTS,3,5,5,min-max,uniform,translate,delelete_bad,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.5,0.75
14,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.9985,-0.1813519895054653,-0.344563698953753,1.669585289709636,0.14048224345640936,30.851084460861713,1.546875,0.5
14,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.9985,-0.1813519895054653,-0.344563698953753,1.669585289709636,0.14048224345640936,30.851084460861713,1.515625,0.25
14,FIFTS,3,5,5,min-max,uniform,translate,nothing,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.53125,0.75
14,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.15625,0.5
14,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.171875,0.25
14,FIFTS,3,5,5,min-max,uniform,nothing,delelete_bad,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.171875,0.75
14,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.140625,0.5
14,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.171875,0.25
14,FIFTS,3,5,5,min-max,uniform,nothing,nothing,3.9985,-0.21200872939252757,-0.3808955492374845,1.7334919125609876,0.14528770870336308,31.894783156629465,1.1875,0.75
14,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.9985,0.6783221769257639,0.993899754255145,0.49209716777305923,0.003294491519136611,0.7059071890883707,4.0,0.5
14,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.9985,0.6783227007083854,0.9939000873174364,0.4920967774531078,0.003294139253929712,0.7058296117854257,3.890625,0.25
14,FIFTS,3,7,7,mu-sigma,knn,translate,delelete_bad,3.9985,0.6782973336609901,0.9938956819780559,0.4921039268738586,0.0032975845959952992,0.7065629070846952,4.140625,0.75
14,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.9985,0.6783221769257639,0.993899754255145,0.49209716777305923,0.003294491519136611,0.7059071890883707,3.921875,0.5
14,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.9985,0.6783227007083854,0.9939000873174364,0.4920967774531078,0.003294139253929712,0.7058296117854257,3.859375,0.25
14,FIFTS,3,7,7,mu-sigma,knn,translate,nothing,3.9985,0.6782973336609901,0.9938956819780559,0.4921039268738586,0.0032975845959952992,0.7065629070846952,4.171875,0.75
14,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.40625,0.5
14,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.390625,0.25
14,FIFTS,3,7,7,mu-sigma,knn,nothing,delelete_bad,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.390625,0.75
14,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.359375,0.5
14,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.421875,0.25
14,FIFTS,3,7,7,mu-sigma,knn,nothing,nothing,3.9985,0.6782690157073376,0.9938519193897888,0.492113304349127,0.003298382089265276,0.7067213788362625,0.375,0.75
14,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6494791676248374,0.9734479646049584,0.5174812879385513,0.009984012823197724,2.244080937578412,1.71875,0.5
14,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.9985,0.6494791676248374,0.9734479646049584,0.5174812879385513,0.009984012823197724,2.244080937578412,1.71875,0.25
14,FIFTS,3,7,7,mu-sigma,uniform,translate,delelete_bad,3.9985,0.4456001779524302,0.6819753702807894,0.6317743671364107,0.03096303750256379,6.962989921688496,1.703125,0.75
14,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.9985,0.6494791676248374,0.9734479646049584,0.5174812879385513,0.009984012823197724,2.244080937578412,1.671875,0.5
14,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.9985,0.6494791676248374,0.9734479646049584,0.5174812879385513,0.009984012823197724,2.244080937578412,1.671875,0.25
14,FIFTS,3,7,7,mu-sigma,uniform,translate,nothing,3.9985,0.4456001779524302,0.6819753702807894,0.6317743671364107,0.03096303750256379,6.962989921688496,1.75,0.75
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.203125,0.5
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.140625,0.25
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,delelete_bad,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.203125,0.75
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.171875,0.5
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.21875,0.25
14,FIFTS,3,7,7,mu-sigma,uniform,nothing,nothing,3.9985,0.6636621157878931,0.97776006833124,0.5180465227474441,0.010711257189256543,2.3840397896558296,1.234375,0.75
14,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.390625,0.5
14,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.421875,0.25
14,FIFTS,3,7,7,min-max,knn,translate,delelete_bad,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.359375,0.75
14,FIFTS,3,7,7,min-max,knn,translate,nothing,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.375,0.5
14,FIFTS,3,7,7,min-max,knn,translate,nothing,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.390625,0.25
14,FIFTS,3,7,7,min-max,knn,translate,nothing,3.9985,-0.28968518977167396,0.25039806792432184,1.0601522253151712,0.05765678436711599,13.378313601316442,2.375,0.75
14,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.140625,0.5
14,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.171875,0.25
14,FIFTS,3,7,7,min-max,knn,nothing,delelete_bad,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.15625,0.75
14,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.140625,0.5
14,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.1875,0.25
14,FIFTS,3,7,7,min-max,knn,nothing,nothing,3.9985,-0.29621254105127487,0.23884067400565376,1.061598886736691,0.05800957387765685,13.451662046259246,1.15625,0.75
14,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.9985,-0.4218162481140466,-0.49353091399413146,3.2261894388892696,0.26242724522634536,57.52964815094056,1.703125,0.5
14,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.9985,-0.4218162481140466,-0.49353091399413146,3.2261894388892696,0.26242724522634536,57.52964815094056,1.734375,0.25
14,FIFTS,3,7,7,min-max,uniform,translate,delelete_bad,3.9985,-0.4072296219581568,-0.5370752373561125,6.554390529427035,0.560022677240881,123.63204894826828,1.703125,0.75
14,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.9985,-0.4218162481140466,-0.49353091399413146,3.2261894388892696,0.26242724522634536,57.52964815094056,1.71875,0.5
14,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.9985,-0.4218162481140466,-0.49353091399413146,3.2261894388892696,0.26242724522634536,57.52964815094056,1.734375,0.25
14,FIFTS,3,7,7,min-max,uniform,translate,nothing,3.9985,-0.4072296219581568,-0.5370752373561125,6.554390529427035,0.560022677240881,123.63204894826828,1.734375,0.75
